Age,GENDER,MARITAL STATUS,NO. OF MEMBERS IN YOUR FAMILY ?,ARE YOU THE PRIMARY EARNER OF YOUR FAMILY ?,Relation with primary earner ?,WHAT IS YOUR HIGHEST EDUCATIONAL QUALIFICATION?,SKILL 1,RATING OF SKILL SET 1 (out of  10),HOW MANY YEARS HAVE YOU BEEN ASSOCIATED WITH SKILL 1 ?,SKILL 2,RATING OF SKILL SET 2 (out of  10),HOW MANY YEARS HAVE YOU BEEN ASSOCIATED WITH SKILL 2 ?,SKILL 3,RATING OF SKILL SET 3 (out of  10),HOW MANY YEARS HAVE YOU BEEN ASSOCIATED WITH SKILL 3 ?,DO YOU HAVE ANY CERTIFICATION OF THE ABOVE-MENTIONED SKILL SET?,"OWNERSHIP ( includes Land,machine)",MONTHLY FAMILY INCOME,MONTHLY FAMILY EXPENDITURE,target
39,F,Y,3,Y,Husband,Class VII,Agriculture,9,30,Fishery,9,4,Contractor,9,6,No,Land,10000,8000,1
30,M,Y,3,Y,None,HSLC,Agriculture,9,20,Business,9,9,Handicraft,8,7,No,No ownership,14000,7000,1
36,M,N,4,Y,Son,HS,Beetlenut Plantation,9,8,Business,7,12,No skill,0,0,No,Land,20000,8000,1
23,M,Y,4,Y,None,BA,Agriculture,9,13,Vegetable Vendor,9,25,Fishery,4,10,Yes,Land,15000,8000,1
38,M,Y,4,Y,None,Class VIII,Pig Farming,9,25,Bamboo plantation,8,8,Bamboo plantation,8,5,No,"Land,pond",11000,9000,1
68,M,N,8,N,son,HSLC,Pig Farming,7,18,Beetlenut Plantation,9,15,No skill,0,0,No,Land,13000,20000,0
52,M,Y,3,N,Husband,HS,Agriculture,9,11,Agriculture,9,7,No skill,0,0,No,Land,15000,8000,0
48,M,Y,6,Y,None,Class IX,Agriculture,9,5,Rubber Plantation,8,2,No skill,0,0,No,Land,18000,25000,0
28,F,Y,4,Y,None,Class VII,Agriculture,9,15,Beetlenut Plantation,8,5,No skill,0,0,No,Land,11000,10000,1
66,M,N,4,N,None,HSLC,Agriculture,9,8,Rubber Plantation,9,7,No skill,0,0,No,"Land,machine",11000,20000,0
64,F,Y,4,Y,None,PhD,Strawberry Cultivation,8,18,Medical Plant,8,8,Fishery,4,7,No,"Land,machine",48000,8000,1
36,M,Y,3,N,None,Class V,Agriculture,9,2,Vegetable Vendor,6,5,Handicraft,4,1.5,No,Land,20000,18000,0
40,F,Y,3,N,None,HSLC,Agriculture,9,30,Business,9,8,No skill,0,0,No,Land,20000,8000,0
47,M,Y,3,Y,None,HS,Pig Farming,8,18,Medical Plant,8,7,No skill,0,0,No,No ownership,18000,8000,1
41,F,Y,3,N,None,BA ,Agriculture,9,32,Beetlenut Plantation,8,15,No skill,0,0,No,Land,14000,15000,0
38,M,Y,3,Y,None,Class VIII,Agriculture,9,15,Beetlenut Plantation,7,4,No skill,0,0,No,Land,25000,7000,1
54,M,N,6,Y,None,Class IV,Agriculture,9,14,No skill,0,0,Horticulture,4,1.5,No,Land,26000,6000,1
30,M,Y,3,Y,None,HS,Agriculture,7,18,Business,9,4,Pig Farming,4,3,No,Land,18000,35000,1
40,F,Y,4,Y,None,HS,Agriculture,9,12,Business,7,8,No skill,0,0,No,Land,16000,9000,1
39,M,Y,4,Y,None,Class IV,Agriculture,9,15,Medical Plant,9,6,No skill,0,0,No,Land,12000,12000,1
54,M,Y,3,N,None,MSc,Agriculture,9,8,fastfoodhop,9,3,Beetlenut Plantation,4,5,No,"Land,pond",8000,7000,0
28,M,N,7,N,Father,HSLC,Agriculture,9,18,Business,8,12,No skill,0,0,No,No ownership,35000,35000,0
32,M,Y,4,Y,None,HS,Beetlenut Plantation,8,8,Vegetable Vendor,9,25,No skill,0,0,No,Land,45000,10000,1
47,M,Y,4,N,None,Class V,Pig Farming,9,12,Bamboo plantation,9,7,Referee trainee for football,4,1.5,No,Land,14000,20000,0
40,M,N,6,Y,None,Class VII,Agriculture,9,14,Bamboo plantation,8,2,Fishery,4,1.5,No,No ownership,11000,5000,1
28,F,Y,4,N,None,HS,Agriculture,9,4,Beetlenut Plantation,9,5,Store of traditional dresses,4,7,No,Land,40000,4000,0
45,M,N,3,N,Husband,HSLC,Agriculture,9,12,Folding Hotel ,8,7,Handicraft,8,1.5,No,Land,10000,32000,0
38,F,Y,4,Y,None,Class VII,Agriculture,9,5,Agriculture,9,10,No skill,0,0,No,"Land,pond ",30000,9000,0
67,M,Y,3,Y,None,HS,Agriculture,7,20,Dairy Farm,8,8,Agriculture,4,1.5,No,Land,15000,10000,1
40,F,Y,4,Y,Father,HSLC,Handloom worker,9,8,Rubber Plantation,9,10,Handicraft,4,3,No,Land,15000,28000,1
54,F,Y,5,Y,None,HSLC,Agriculture,9,5,Business,8,15,Chicken Farming,7,7,No,Land,16000,9000,0
70,F,Y,4,Y,None,BA,Beetlenut Plantation,8,18,Vegetable Vendor,8,5,No skill,0,0,No,Land,12000,8000,1
35,M,Y,6,Y,Wife,HSLC,Agriculture,9,5,Pig Farming,6,15,Fishery,4,8,No,Land,11000,7000,0
40,M,Y,4,Y,Husband,HSLC,Agriculture,9,32,Pig Farming,9,7,Agriculture,7,1.5,No,Land,30000,9000,1
38,F,Y,6,Y,Son,HSLC,Agriculture,9,2,Bamboo plantation,9,5,Beetlenut Plantation,4,12,No,Land,48000,5000,0
61,F,Y,9,Y,None,HS,Agriculture,9,9,Fishery,9,4,No skill,0,0,No,Land,11000,20000,1
44,M,Y,4,Y,Son,HS,Agriculture,9,1,Pig Farming,9,7,No skill,0,0,No,Land,10000,7000,0
38,M,Y,4,Y,None,HSLC,Agriculture,7,5,Fishery,9,7,No skill,0,0,No,Land,16000,28000,0
35,F,Y,6,Y,None,MCA,Agriculture,9,18,Vegetable Vendor,9,4,Contractor,9,7,No,Land,11000,6000,1
45,M,Y,2,Y,None,BA,Agriculture,9,7,Bamboo plantation,9,6,No skill,0,0,No,Land,15000,18000,1
32,M,Y,3,Y,None,HSLC,Agriculture,9,15,Vegetable Vendor,8,4,Chicken Farming,4,9,No,Land,15000,12000,1
54,M,Y,4,Y,Son,Class VI,Agriculture,9,12,Bamboo plantation,9,8,Business,9,1.5,No,Land,25000,10000,1
45,F,Y,5,N,None,HSLC,Agriculture,9,14,Business,8,4,Handicraft,9,18,No,Land,9000,8000,0
34,M,N,3,N,Son,HSLC,Agriculture,9,30,Vegetable Vendor,8,10,Fishery,8,15,No,Land,15000,18000,0
42,M,Y,3,Y,None,BA,Agriculture,9,12,Business,9,2,Fishery,4,7,No,Land,11000,5000,1
28,M,Y,10,Y,Son,HS,Agriculture,7,32,Vegetable Vendor,8,25,No skill,0,0,No,Land,16000,18000,1
48,M,Y,3,Y,Husband,HSLC,Pig Farming,9,4,Business,8,5,No skill,0,0,No,Land,14000,11000,0
42,M,Y,7,N,Wife,HS,Agriculture,9,15,Beetlenut Plantation,9,8,No skill,0,0,No,Land,11000,18000,0
40,F,Y,4,Y,None,HS,Agriculture,9,11,Dairy Farm,8,9,Pig Farming,8,1.5,No,Land,15000,6000,1
43,F,Y,6,N,None,HSLC,Agriculture,9,8,Fishery,7,25,Handicraft,8,9,No,Land,9000,8000,0
45,M,Y,3,Y,Son,HS,Beetlenut Plantation,9,2,Beetlenut Plantation,7,6,No skill,0,0,No,Land,18000,8000,0
48,F,Y,6,Y,Son,BA,Agriculture,9,20,Bamboo plantation,8,15,Fishery,9,1.5,No,Land,12000,6000,1
37,F,Y,4,Y,None,BSc,Agriculture,9,32,Rubber Plantation,9,8,No skill,0,0,No,Land,13000,9000,1
52,M,N,5,Y,None,HSLC,Agriculture,9,15,Business,9,7,Fishery,4,10,No,Land,15000,7000,1
44,M,Y,4,Y,Husband,HS,Agriculture,9,5,Vegetable Vendor,8,8,No skill,0,0,No,Land,9000,12000,0
38,M,Y,3,Y,Husband,HSLC,Beetlenut Plantation,9,15,Bamboo plantation,6,9,Chicken Farming,9,1.5,No,No ownership,14000,6000,1
38,F,Y,4,Y,None,HSLC,Agriculture,9,18,Beetlenut Plantation,8,8,Business,9,7,No,Land,8000,18000,1
49,M,Y,4,Y,Son,HS,Agriculture,9,8,Beetlenut Plantation,9,7,No skill,0,0,No,Land,12000,8000,1
64,M,Y,4,Y,Father,HS,Agriculture,9,5,Bamboo plantation,6,8,Fishery,9,16,No,Land,15000,10000,0
49,M,N,5,Y,Husband,BA,Agriculture,9,15,Business,8,12,No skill,0,0,No,Land,40000,7000,1
49,F,Y,7,Y,Son,HSLC,Agriculture,9,18,Bamboo plantation,9,10,No skill,0,0,No,Land,12000,9000,1
48,M,N,4,N,None,Class III,Agriculture,9,2,Business,9,16,Business,7,7,No,"Land,pond",11000,35000,0
40,M,Y,3,N,None,BA,Agriculture,9,12,Bamboo plantation,8,8,No skill,0,0,No,Land,16000,9000,0
36,F,N,3,Y,None,HSLC,Agriculture,9,25,Beetlenut Plantation,9,9,Handicraft,9,1.5,No,Land,18000,8000,1
64,F,Y,4,Y,Father,HSLC,Agriculture,9,20,Beetlenut Plantation,8,7,No skill,0,0,No,Land,10000,6000,1
40,M,Y,5,Y,None,MCA,Agriculture,9,12,Bamboo plantation,8,6,Chicken Farming,8,6,No,Land,8000,25000,1
38,M,Y,4,Y,None,BA,Agriculture,9,14,Beetlenut Plantation,8,8,Fishery,6,15,No,Land,14000,7000,1
28,F,Y,3,Y,None,HSLC,Agriculture,9,50,Bamboo plantation,6,3,Agriculture,4,1.5,No,Land,14000,30000,1
38,F,Y,7,N,None,Class V,Business,9,25,Bamboo plantation,8,25,Store of traditional dresses,4,1.5,No,Land,16000,6000,0
28,M,Y,3,Y,None,Class IX,Agriculture,9,30,Bamboo plantation,9,4,Handicraft,9,1.5,No,"Land,machine",12000,10000,1
29,M,Y,5,Y,None,HS,Agriculture,9,11,Beetlenut Plantation,9,4,No skill,0,0,No,Land,10000,6000,1
39,M,N,3,Y,None,HS,Agriculture,9,14,Beetlenut Plantation,9,4,No skill,0,0,No,Land,45000,9000,1
42,F,Y,3,N,None,HSLC,Agriculture,9,10,Chicken farming,9,5,Chicken Farming,8,5,No,Land,15000,10000,0
45,M,Y,6,N,None,Class VI,Agriculture,9,8,Business,9,18,No skill,0,0,No,No ownership,16000,9000,0
40,M,Y,5,Y,Wife,HSLC,Agriculture,9,4,fastfoodhop,9,6,No skill,0,0,No,Land,12000,7000,0
70,F,Y,4,N,None,HS,Agriculture,8,14,Business,8,25,No skill,0,0,No,"Land,pond",18000,6000,0
50,M,Y,9,Y,Son,Class VII,Agriculture,9,42,Vegetable Vendor,7,5,Mushroom cultivation ,4,20,No,Land,56000,10000,1
72,M,Y,3,Y,Son,MCA,Agriculture,9,12,Agriculture,8,10,No skill,0,0,No,Land,14000,30000,1
40,M,Y,4,Y,None,HS,Driver,9,5,Business,9,5,No skill,0,0,No,No ownership,26000,8000,0
27,M,N,3,N,Husband ,HS,Agriculture,9,32,Beetlenut Plantation,9,12,Store of traditional dresses,4,6,No,Land,11000,7000,1
69,F,Y,3,Y,None,HS,Agriculture,9,8,Handicraft,8,15,Beetlenut Plantation,4,25,No,Land,16000,10000,1
38,M,Y,5,N,Husband ,HSLC,Agriculture,5,4,Vegetable Vendor,8,9,Handicraft,8,5,No,Land,48000,12000,0
41,M,Y,4,Y,None,Class VII,Agriculture,9,4,Medical Plant,9,7,No skill,0,0,No,Land,42000,9000,0
40,F,Y,7,Y,Son,HS,Fishery,9,3,Vegetable Vendor,8,15,No skill,0,0,No,Land,18000,13000,0
68,F,Y,3,Y,Husband ,HS,Tea Plantation ,9,8,Vegetable Vendor,9,8,Agriculture,9,6,No,Land,10000,7000,1
42,M,Y,4,Y,None,HSLC,Agriculture,9,20,Agriculture,9,7,No skill,0,0,No,Land,20000,8000,1
50,F,Y,3,Y,None,HSLC,Agriculture,9,13,Business,9,9,No skill,0,0,No,Land,10000,20000,1
54,M,Y,0,N,None,PhD,Beetlenut Plantation,6,1,Rice Mill,9,5,No skill,0,0,No,Land,9000,6000,0
42,F,Y,4,Y,None,HSLC,Shop ,9,3,Business,8,10,No skill,0,0,No,Land,10000,9000,0
41,M,Y,4,N,None,Class VIII,Agriculture,9,13,Beetlenut Plantation,7,4,Fishery,7,6,No,Land,10000,8000,0
41,F,Y,3,N,None,HSLC,Agriculture,9,14,Medical Plant,8,7,No skill,0,0,No,No ownership,15000,9000,0
32,F,Y,4,N,None,Class III,Agriculture,9,2,Fishery,9,7,No skill,0,0,No,Land,16000,5000,0
50,M,Y,4,N,None,Class VII,Agriculture,9,38,Business,8,9,Chicken Farming,8,3,No,Land,12000,5000,0
54,M,Y,7,Y,None,HS,Agriculture,9,32,Business,9,8,No skill,0,0,No,Land,11000,6000,1
33,M,Y,8,Y,None,HSLC,Agriculture,9,30,Beetlenut Plantation,9,10,Business,4,1.5,No,No ownership,11000,10000,1
30,M,Y,7,Y,Husband,MSc,Agriculture,9,15,Beetlenut Plantation,9,3,No skill,0,0,No,No ownership,16000,6000,1
38,F,Y,3,N,None,BA,Agriculture,9,32,Bamboo plantation,9,25,Bamboo plantation,4,1.5,No,Land,20000,35000,1
44,F,Y,5,Y,None,HS,Beetlenut Plantation,6,20,Vegetable Vendor,8,15,Agriculture,4,2,No,Land,15000,9000,0
64,M,Y,3,Y,None,HSLC,Agriculture,9,45,Vegetable Vendor,6,8,No skill,0,0,No,Land,16000,28000,1
32,F,Y,3,Y,None,HSLC,Pig Farming,7,5,Vegetable Vendor,6,6,No skill,0,0,No,Land,125000,10000,0
39,M,N,2,Y,None,HSLC,Pig Farming,7,15,Business,9,9,No skill,0,0,No,Land,18000,20000,1
48,M,Y,5,Y,Brother,HSLC,Agriculture,5,30,Medical Plant,8,2,No skill,0,0,No,"Land,machine",65000,12000,0
38,M,Y,3,N,None,HS,Agriculture,7,14,Agriculture,9,8,No skill,0,0,No,Land,28000,7000,0
38,M,Y,3,N,Husband,HSLC,Agriculture,9,12,Business,9,8,Beetlenut Plantation,4,6,No,"Land,pond",15000,7000,0
48,M,Y,4,N,Father,HSLC,Agriculture,9,7,Beetlenut Plantation,9,6,e-rikshaw driver(owner),6,2,Yes,"Land,pond",11000,9000,0
48,M,N,4,Y,None,HS,Agriculture,0,3,Business,9,4,Handicraft,8,2,No,Land,16000,7000,0
49,M,N,4,Y,None,Class VII,Agriculture,9,10,Vegetable Vendor,8,25,No skill,0,0,No,Land,48000,35000,1
45,M,Y,3,Y,None,HSLC,Agriculture,9,18,Agriculture,8,15,No skill,0,0,No,"Land,machine",10000,32000,1
48,F,N,4,N,Son,MCA,Agriculture,9,3,Beetlenut Plantation,9,5,Bamboo plantation,4,1.5,No,Land,11000,7000,0
70,M,Y,4,N,None,HS,Beetlenut Plantation,9,4,Beetlenut Plantation,9,3,No skill,0,0,No,Land,15000,8000,0
32,M,Y,5,Y,None,Class VIII,Agriculture,9,15,Beetlenut Plantation,9,7,Pig Farming,4,6,Yes,Land,16000,9000,1
28,M,N,2,Y,None,HSLC,Agriculture,9,2,Business,6,8,Fishery,7,5,No,Land,18000,8000,0
24,M,Y,5,Y,None,HSLC,Agriculture,5,7,Fishery,8,12,No skill,0,0,No,Land,15000,13000,0
47,F,Y,4,Y,None,HSLC,Sericulture,9,3,Fishery,7,9,No skill,0,0,No,Land,16000,8000,0
54,M,Y,7,Y,None,HS,Agriculture,9,38,Rubber Plantation,6,7,No skill,0,0,No,No ownership,45000,5000,1
29,F,Y,4,Y,None,PhD,Agriculture,9,20,Pig Farming,8,12,Store of traditional dresses,4,1.5,No,Land,18000,8000,1
37,F,Y,4,Y,None,HS,Agriculture,9,15,Bamboo plantation,9,8,Beetlenut Plantation,8,1.5,No,Land,45000,11000,1
38,M,Y,3,N,None,HS,Agriculture,9,3,Business,9,10,No skill,0,0,No,Land,18000,20000,0
37,M,N,4,Y,None,HSLC,Agriculture,9,7,Bamboo plantation,8,8,Beetlenut Plantation,4,1.5,Yes,Land,16000,5000,0
31,M,Y,4,Y,None,HSLC,Agriculture,9,20,Business,8,5,Business,4,3,No,Land,8000,10000,1
47,M,Y,4,N,Wife,HSLC,Agriculture,9,2,Beetlenut Plantation,6,6,Horticulture,8,15,Yes,Land,15000,17000,0
32,M,Y,4,Y,None,HS,Beetlenut Plantation,9,5,Vegetable Vendor,6,7,No skill,0,0,No,Land,16000,10000,0
36,M,Y,3,N,None,HSLC,Agriculture,9,14,Bamboo plantation,9,12,No skill,0,0,No,Land,13000,22000,1
49,F,Y,3,Y,None,HS,Business,9,13,Beetlenut Plantation,9,5,No skill,0,0,No,"Land,pond, machines",16000,7000,1
41,F,Y,3,N,None,HS,Agriculture,9,5,Beetlenut Plantation,9,8,No skill,0,0,No,Land,48000,8000,0
45,M,Y,7,N,Husband,Class III,Agriculture,8,25,Business,9,20,No skill,0,0,No,Land,55000,9000,0
37,F,Y,4,N,None,Class IV,Agriculture,9,2,small Business,9,5,Business,9,5,No,No ownership,12000,7000,0
52,M,Y,5,N,None,HSLC,Agriculture,9,8,Vegetable Vendor,8,14,No skill,0,0,No,Land,56000,7000,0
29,M,Y,7,Y,None,HS,Agriculture,9,30,Beetlenut Plantation,9,15,No skill,0,0,No,Land,15000,6000,1
37,M,Y,3,Y,None,Class VII,Agriculture,9,3,Dairy Farm,8,14,Fishery,8,12,No,Land,48000,10000,0
35,M,Y,4,Y,Wife,BA ,Agriculture,9,20,Pig Farming,8,4,Pig Farming,8,1.5,No,Land,11000,8000,1
32,M,Y,4,Y,Son,HS,Agriculture,9,12,Folding Hotel ,9,12,No skill,0,0,No,Land,65000,9000,1
29,M,Y,4,N,Wife,Class IX,Agriculture,9,20,Agriculture,9,7,Agriculture,6,7,Yes,Land ,16000,7000,0
64,F,N,6,Y,None,HSLC,Agriculture,9,25,Beetlenut Plantation,8,25,Agriculture,8,20,No,Land,26000,22000,1
45,M,Y,4,N,None,HS,Agriculture,9,15,Beetlenut Plantation,9,12,No skill,0,0,No,No ownership,11000,10000,1
58,F,Y,2,Y,None,HSLC,Agriculture,9,30,Beetlenut Plantation,9,8,No skill,0,0,No,Land,12000,8000,1
36,M,Y,4,N,None,Class VII,Fishery,9,32,Beetlenut Plantation,9,20,No skill,0,0,No,"Land,machine",15000,7000,1
39,M,Y,9,Y,None,Class VII,Agriculture,9,3,Vegetable Vendor,8,8,No skill,0,0,No,Land,12000,7000,0
27,M,Y,4,Y,None,HSLC,Agriculture,9,15,Business,8,15,No skill,0,0,No,Land ,18000,10000,1
50,M,Y,9,Y,Son,Class IX,Agriculture,9,15,Beetlenut Plantation,8,7,No skill,0,0,No,Land,56000,13000,1
24,M,Y,4,Y,Son,HS,Agriculture,9,7,Business,9,5,Handicraft,4,1.5,No,"Land,machine",10000,18000,1
31,M,Y,3,Y,None,MSc,Agriculture,9,38,Fishery,6,12,No skill,0,0,No,"Land,vehicle",15000,20000,1
45,M,N,4,N,None,HSLC,Beetlenut Plantation,6,30,Business,9,8,No skill,0,0,No,Land,35000,13000,0
40,M,Y,3,Y,None,HS,Agriculture,9,20,Business,9,4,No skill,0,0,No,Land,25000,8000,1
37,M,Y,2,Y,Husband,BA,Agriculture,9,7,Beetlenut Plantation,9,6,Contractor,8,25,No,"Land,pond",20000,7000,1
30,M,Y,3,N,None,Class VI,Agriculture,9,12,Business,9,10,Horticulture,9,5,No,Land,36000,6000,1
38,M,Y,3,Y,None,HS,Agriculture,9,12,Business,8,8,Fishery,4,12,No,No ownership,26000,6000,1
29,F,Y,4,N,None,MCA,Agriculture,9,15,Bamboo plantation,9,4,No skill,0,0,No,Land,11000,8000,0
24,M,Y,3,Y,None,HSLC,Agriculture,9,18,Rubber Plantation,8,8,No skill,0,0,No,Land,15000,15000,1
43,M,Y,3,Y,None,HSLC,Agriculture,9,3,Vegetable Vendor,9,15,Beetlenut Plantation,9,8,No,Land,18000,8000,0
42,M,Y,5,N,son,HS,Beetlenut Plantation,9,15,Dairy Farm,8,7,No skill,0,0,No,Land,16000,6000,0
35,M,Y,6,Y,None,HSLC,Handicraft,9,12,Dairy Farm,9,8,No skill,0,0,No,Land,11000,10000,1
40,M,Y,3,Y,Husband,HSLC,Agriculture,9,12,Beetlenut Plantation,9,4,Horticulture,4,5,No,Land,26000,15000,1
50,M,Y,4,N,None,HS,Agriculture,9,5,Business,8,8,No skill,0,0,No,Land,65000,30000,0
29,M,Y,3,Y,None,BA,Agriculture,9,21,No skill,0,0,Chicken Farming,7,1.5,No,No ownership,11000,28000,1
33,M,Y,5,N,None,HSLC,Agriculture,9,12,Beetlenut Plantation,9,4,No skill,0,0,No,Land,15000,10000,0
48,M,Y,9,N,Son,HSLC,Pig Farming,8,10,Rubber Plantation,9,4,No skill,0,0,No,Land,9000,30000,0
28,F,Y,3,Y,None,Class III,Business,8,15,Business,9,5,Handicraft,4,6,No,Land,15000,9000,1
47,M,Y,5,N,Wife,HS,Pig Farming,9,4,Business,9,5,No skill,0,0,No,Land,18000,7000,0
40,M,N,7,N,None,HS,Agriculture,9,5,Beetlenut Plantation,8,18,Business,4,14,No,Land,13000,20000,0
28,M,Y,10,Y,None,MSc,Agriculture,9,18,Beetlenut Plantation,9,15,Handicraft,4,9,No,Land,15000,7000,1
32,M,N,5,Y,None,HSLC,Agriculture,9,5,Vegetable Vendor,7,6,No skill,0,0,No,Land,12000,30000,0
35,F,Y,2,N,None,HSLC,Agriculture,9,38,Business,8,15,Chicken Farming,6,21,No,Land,28000,22000,0
28,F,Y,4,Y,None,HSLC,Agriculture,9,13,Business,8,15,No skill,0,0,No,Land,12000,7000,1
50,F,Y,7,N,Husband,BCom,Beetlenut Plantation,9,12,Business,8,4,Bamboo plantation,4,3,Yes,Land,16000,35000,0
32,M,Y,4,N,Father ,Class VII,Agriculture,8,5,Beetlenut Plantation,9,8,No skill,0,0,No,"Land,machine",28000,8000,0
44,F,Y,4,N,None,BCom,Pig Farming,9,1,Business,9,12,Fishery,9,7,No,Land,15000,35000,0
29,F,Y,4,N,None,HS,Agriculture,7,1,Agriculture,9,4,Bamboo plantation,4,1.5,No,Land,16000,8000,0
40,M,Y,4,Y,Husband,HS,Medical plant research,9,50,Business,9,4,Beetlenut Plantation,9,1.5,No,Land,18000,25000,1
54,F,Y,5,Y,None,HS,Agriculture,8,15,Fishery,8,7,No skill,0,0,Yes,Land,11000,8000,0
42,F,Y,3,Y,None,HSLC,Agriculture,9,20,Vegetable Vendor,9,8,Pig Farming,4,7,No,Land,55000,8000,1
30,M,N,4,Y,None,HS,Strawberry Cultivation,9,13,Beetlenut Plantation,9,25,Handicraft,9,9,No,Land,12000,13000,1
43,F,Y,3,N,None,HS,Agriculture,9,15,Dairy Farm,7,4,No skill,0,0,No,Land,55000,17000,0
45,M,Y,3,Y,Husband,Class VII,Agriculture,9,7,Bamboo plantation,9,14,Agriculture,8,6,No,Land,15000,7000,1
49,F,Y,3,Y,Father,HSLC,Agriculture,9,20,Beetlenut Plantation,9,7,Pig Farming,9,10,No,Land,15000,10000,1
35,M,Y,2,Y,None,HSLC,Agriculture,9,2,Beetlenut Plantation,8,12,Pig Farming,6,9,No,Land,26000,7000,0
48,M,Y,4,N,None,BSc,Agriculture,9,5,Beetlenut Plantation,8,10,No skill,0,0,No,Land,19000,9000,0
40,F,Y,4,N,None,HS,Agriculture,9,20,Medical Plant,9,15,No skill,0,0,Yes,Land,42000,8000,1
28,F,Y,2,Y,None,HSLC,Agriculture,9,20,Beetlenut Plantation,9,7,No skill,0,0,No,Land,16000,6000,1
33,M,Y,4,Y,Father ,PhD,Agriculture,9,11,small Business,7,6,Pig Farming,8,2,No,Land,12000,10000,1
49,M,Y,3,Y,Son,BA ,Beetlenut Plantation,9,7,Dairy Farm,9,4,Bamboo plantation,4,1,No,"Land,pond",25000,8000,1
31,F,Y,6,Y,None,HSLC,Agriculture,9,9,Vegetable Vendor,8,10,Agriculture,9,1.5,No,No ownership,45000,9000,1
37,M,N,6,N,None,HSLC,Business,9,1,Beetlenut Plantation,9,8,No skill,0,0,No,Land,28000,10000,0
40,M,Y,5,N,None,BA ,Agriculture,9,30,Beetlenut Plantation,8,9,Mushroom cultivation ,9,7,No,Land,12000,11000,0
40,F,Y,3,N,None,BA,Agriculture,9,12,Beetlenut Plantation,9,8,No skill,0,0,No,Land,19000,6000,0
35,F,Y,4,Y,Father ,HS,Agriculture,8,32,Business,9,4,No skill,0,0,No,Land,18000,40000,1
57,M,Y,3,N,Father ,Class VI,Beetlenut Plantation,9,25,Fishery,6,7,Business,9,21,No,"Land,pond",17000,12000,0
54,M,Y,3,Y,None,HSLC,Agriculture,9,32,Bamboo plantation,9,8,Horticulture,4,12,No,Land,15000,6000,1
45,M,Y,4,Y,None,HSLC,Agriculture,9,25,Bamboo plantation,9,9,Business,4,10,No,No ownership,16000,35000,1
38,F,Y,3,Y,None,Class VIII,Agriculture,9,13,Beetlenut Plantation,9,12,Pig Farming,6,10,No,Land,11000,8000,1
72,M,Y,5,Y,Wife,HSLC,Agriculture,9,25,Business,9,7,No skill,0,0,No,Land,15000,6000,1
29,F,Y,3,N,Husband,Class VII,Handicraft,9,5,Rice Mill,7,8,Referee trainee for football,8,1.5,No,No ownership,12000,9000,0
38,F,Y,4,N,None,HS,Agriculture,9,20,Medical Plant,9,8,Beetlenut Plantation,8,7,No,Land,20000,8000,0
48,F,Y,5,Y,None,HS,Agriculture,9,38,Business,9,15,e-rikshaw driver(owner),4,2,No,Land,16000,12000,1
35,F,Y,7,N,Son,HSLC,Agriculture,9,20,Vegetable Vendor,8,12,Beetlenut Plantation,4,1.5,No,"Land,pond ",10000,5000,0
54,M,Y,2,Y,None,Class V,Agriculture,9,4,Fishery,8,5,No skill,0,0,No,Land,16000,32000,0
50,F,Y,7,Y,Husband,HS,Agriculture,9,18,Beetlenut Plantation,8,9,Beetlenut Plantation,6,1.5,No,No ownership,11000,10000,1
41,F,N,4,Y,None,HSLC,Agriculture,9,19,Beetlenut Plantation,9,6,Beetlenut Plantation,9,1.5,No,Land,11000,7000,1
41,M,Y,4,Y,None,HSLC,Agriculture,7,1,Fishery,9,3,No skill,0,0,No,No ownership,11000,10000,0
39,M,N,4,Y,None,Class VII,Shop ,9,5,Business,9,12,No skill,0,0,No,Land,21000,6000,0
47,M,N,4,Y,Husband,HS,Agriculture,9,38,Bamboo plantation,9,15,No skill,0,0,No,Land,17000,8000,1
27,F,Y,9,N,None,HSLC,Fishery,9,30,Agriculture,9,8,No skill,0,0,No,Land,10000,15000,0
29,F,Y,4,Y,None,BA,Agriculture,9,7,Beetlenut Plantation,9,12,Fishery,4,5,No,Land,15000,10000,1
52,M,Y,3,Y,Son,HSLC,Agriculture,9,8,Vegetable Vendor,6,10,Bamboo plantation,9,1.5,No,Land,12000,9000,1
40,F,Y,5,N,None,BA,Agriculture,9,8,Pig Farming,9,9,Bamboo plantation,9,18,No,Land,28000,11000,0
56,F,N,3,Y,Son,HS,Agriculture,9,15,Handicraft,8,3,Beetlenut Plantation,7,9,No,Land,18000,13000,1
29,F,Y,3,N,None,BCom,Agriculture,9,25,Business,8,8,No skill,0,0,No,Land,11000,8000,0
48,M,Y,4,N,None,HS,Pig Farming,9,18,Medical Plant,9,10,Agriculture,9,5,No,Land,16000,20000,1
48,M,Y,4,N,None,HSLC,Agriculture,9,18,No skill,0,0,No skill,0,0,No,"Land,vehicle",13000,11000,0
30,M,Y,4,N,None,HS,Agriculture,9,28,Bamboo plantation,8,2,No skill,0,0,Yes,Land,11000,7000,0
58,F,Y,3,Y,None,BA ,Agriculture,9,20,Business,9,5,Business,8,1.5,Yes,Land,11000,8000,1
27,M,Y,8,Y,None,HSLC,Beetlenut Plantation,9,3,Beetlenut Plantation,9,9,No skill,0,0,No,Land ,12000,12000,0
48,F,Y,4,N,None,MSc,Agriculture,9,7,Business,9,15,Fishery,9,12,No,"Land,pond",13000,10000,0
